run,method,depth,iterations,inner_time,outer_time
0,compute_iterations,1,8276,20.000,24.666410
0,compute_iterations,1,7488,18.000,26.0787889
0,compute_iterations,1,6700,16.000,20.762167
0,compute_iterations,1,5912,14.000,17.1547089
0,compute_iterations,1,5124,12.000,17.423820
0,compute_iterations,1,4336,10.000,20.118542
0,compute_iterations,2,4143,20.000,24.730088
0,compute_iterations,2,3749,18.000,23.144126
0,compute_iterations,2,3354,16.000,19.497073
0,compute_iterations,2,2959,14.000,29.184547
0,compute_iterations,2,1973,10.000,19.485780
0,compute_iterations,3,2894,20.000,26.802736
0,compute_iterations,3,2499,18.000,22.4080818
0,compute_iterations,3,2236,16.000,22.0594729
0,compute_iterations,3,1973,14.000,18.413815
0,compute_iterations,3,1710,12.000,16.4177358
0,compute_iterations,3,1447,10.000,14.5577879
0,compute_iterations,4,2072,20.000,23.180029
0,compute_iterations,4,1875,18.000,22.1666129
0,compute_iterations,4,1480,14.000,17.1597248
0,compute_iterations,4,1086,10.000,20.746247
0,compute_iterations,5,1659,20.000,23.299389
0,compute_iterations,5,1501,18.000,22.058822
0,compute_iterations,5,1343,16.000,23.478622
0,compute_iterations,5,1185,14.000,19.966493
0,compute_iterations,5,1027,12.000,16.429703
0,compute_iterations,5,869,10.000,18.8513279
0,compute_iterations,6,1449,20.000,26.015994
0,compute_iterations,6,1251,18.000,27.1803969
0,compute_iterations,6,1120,16.000,19.6924789
0,compute_iterations,6,922,14.000,17.1595500
0,compute_iterations,6,856,12.000,20.3855109
0,compute_iterations,6,725,10.000,14.7591401
0,compute_iterations,7,1185,20.000,24.954051
0,compute_iterations,7,1129,18.000,21.958123
0,compute_iterations,7,960,16.000,19.924061
0,compute_iterations,7,847,14.000,18.401823
0,compute_iterations,7,734,12.000,26.810786
0,compute_iterations,7,621,10.000,13.8160862
0,compute_iterations,8,1037,20.000,26.480031
0,compute_iterations,8,988,18.000,23.3256728
0,compute_iterations,8,840,16.000,19.635976
0,compute_iterations,8,741,14.000,18.355413
0,compute_iterations,8,642,12.000,16.039024
0,compute_iterations,8,544,10.000,17.654660
0,compute_iterations,9,922,20.000,24.9166892
0,compute_iterations,9,878,18.000,23.310118
0,compute_iterations,9,747,16.000,20.5348160
0,compute_iterations,9,659,14.000,18.4272430
0,compute_iterations,9,571,12.000,17.850714
0,compute_iterations,9,483,10.000,19.525300
0,compute_iterations,10,830,20.000,25.261852
0,compute_iterations,10,751,18.000,22.190131
0,compute_iterations,10,672,16.000,23.8313592
0,compute_iterations,10,593,14.000,18.7753160
0,compute_iterations,10,514,12.000,16.229444
0,compute_iterations,10,435,10.000,14.323561
0,compute_iterations,11,790,20.000,29.1341008
0,compute_iterations,11,683,18.000,21.952012
0,compute_iterations,11,467,12.000,16.1917997
0,compute_iterations,11,395,10.000,15.286322
0,compute_iterations,12,725,20.000,24.499796
0,compute_iterations,12,659,18.000,27.1591428
0,compute_iterations,12,560,16.000,21.005765
0,compute_iterations,12,494,14.000,18.763866
0,compute_iterations,12,428,12.000,16.4361671
0,compute_iterations,12,363,10.000,17.8413512
0,compute_iterations,13,639,20.000,23.2790178
0,compute_iterations,13,578,18.000,25.5864088
0,compute_iterations,13,517,16.000,19.973208
0,compute_iterations,13,456,14.000,17.469607
0,compute_iterations,13,395,12.000,16.8194499
0,compute_iterations,13,335,10.000,15.4117069
0,compute_iterations,14,593,20.000,25.184100
0,compute_iterations,14,537,18.000,22.3079771
0,compute_iterations,14,480,16.000,25.786989
0,compute_iterations,14,424,14.000,19.7230068
0,compute_iterations,14,367,12.000,16.148009
0,compute_iterations,14,311,10.000,14.7342508
0,compute_iterations,15,580,20.000,24.815867
0,compute_iterations,15,501,18.000,22.3274818
0,compute_iterations,15,448,16.000,19.5727128
0,compute_iterations,15,395,14.000,18.7179992
0,compute_iterations,15,343,12.000,15.9596762
0,compute_iterations,15,290,10.000,20.2186119
0,compute_iterations,16,519,20.000,28.8264412
0,compute_iterations,16,470,18.000,23.4427821
0,compute_iterations,16,420,16.000,21.224090
0,compute_iterations,16,371,14.000,21.7586251
0,compute_iterations,16,321,12.000,15.881758
0,compute_iterations,16,272,10.000,13.7542772
0,compute_iterations,17,488,20.000,24.044778
0,compute_iterations,17,442,18.000,22.8925888
0,compute_iterations,17,419,16.000,23.4093338
