run,method,depth,iterations,inner_time,outer_time
1,compute_iterations,2,312,18.000,22.0910184
1,compute_iterations,2,292,18.500,23.0445669
1,compute_iterations,2,307,19.000,24.1758262
1,compute_iterations,2,329,19.500,24.9212685
1,compute_iterations,2,312,20.000,25.2912343
2,compute_iterations,1,333,10.000,14.2356062
2,compute_iterations,1,370,10.500,14.8328850
2,compute_iterations,1,312,11.000,15.9889312
2,compute_iterations,1,369,11.500,16.1233854
2,compute_iterations,1,322,12.000,15.9184111
2,compute_iterations,1,455,12.500,17.8559959
2,compute_iterations,1,387,13.000,17.0031004
2,compute_iterations,1,476,13.500,19.0638442
2,compute_iterations,1,487,14.000,19.4407113
2,compute_iterations,1,461,14.500,17.9879088
2,compute_iterations,1,437,15.000,19.8647082
2,compute_iterations,1,589,15.500,20.6501982
2,compute_iterations,1,537,16.000,20.694835
2,compute_iterations,1,500,16.500,20.4357746
2,compute_iterations,1,531,17.000,21.9024353
2,compute_iterations,1,554,17.500,22.1437578
2,compute_iterations,1,592,18.000,22.1360487
2,compute_iterations,1,624,18.500,23.1127820
2,compute_iterations,1,581,19.000,24.0126705
2,compute_iterations,1,607,19.500,23.2278659
2,compute_iterations,1,684,20.000,23.0658970
2,compute_iterations,2,170,10.000,13.0389707
2,compute_iterations,2,173,10.500,16.0099074
2,compute_iterations,2,219,11.000,15.3758757
2,compute_iterations,2,199,11.500,15.9450936
2,compute_iterations,2,205,12.000,17.2376173
2,compute_iterations,2,249,12.500,17.852526
2,compute_iterations,2,259,13.000,17.1627635
2,compute_iterations,2,209,13.500,17.1925175
2,compute_iterations,2,246,14.000,16.356155
2,compute_iterations,2,242,14.500,18.8437396
2,compute_iterations,2,185,15.000,19.2793278
2,compute_iterations,2,288,15.500,20.9636672
2,compute_iterations,2,272,16.000,20.9363525
2,compute_iterations,2,252,16.500,21.1461415
2,compute_iterations,2,254,17.000,22.0706569
2,compute_iterations,2,287,17.500,22.0052374
2,compute_iterations,2,300,18.000,23.955663
2,compute_iterations,2,336,18.500,22.6916911
2,compute_iterations,2,303,19.000,23.6923194
2,compute_iterations,2,248,19.500,24.1043939
2,compute_iterations,2,351,20.000,23.9919849
3,compute_iterations,1,391,10.000,14.6503858
3,compute_iterations,1,342,10.500,14.3308674
3,compute_iterations,1,385,11.000,15.1946755
3,compute_iterations,1,365,11.500,16.200924
3,compute_iterations,1,377,12.000,15.8735185
3,compute_iterations,1,441,12.500,17.1717344
3,compute_iterations,1,360,13.000,17.8344491
3,compute_iterations,1,427,13.500,17.4640038
3,compute_iterations,1,431,14.000,17.8852731
3,compute_iterations,1,422,14.500,18.8723078
3,compute_iterations,1,540,15.000,20.0556140
3,compute_iterations,1,549,15.500,20.1719048
3,compute_iterations,1,482,16.000,20.8937163
3,compute_iterations,1,538,16.500,21.1363168
3,compute_iterations,1,562,17.000,21.4412901
3,compute_iterations,1,670,17.500,22.7657912
3,compute_iterations,1,645,18.000,22.2879575
3,compute_iterations,1,642,18.500,23.3043991
3,compute_iterations,1,598,19.000,22.6103532
3,compute_iterations,1,550,19.500,24.8863948
3,compute_iterations,1,612,20.000,24.0197069
3,compute_iterations,2,187,10.000,13.6308985
3,compute_iterations,2,138,10.500,15.9877119
3,compute_iterations,2,198,11.000,16.9852211
3,compute_iterations,2,175,11.500,15.8924623
3,compute_iterations,2,211,12.000,16.9728566
3,compute_iterations,2,182,12.500,16.320353
3,compute_iterations,2,239,13.000,17.6146848
3,compute_iterations,2,256,13.500,18.8124922
3,compute_iterations,2,211,14.000,18.3519523
3,compute_iterations,2,250,14.500,18.7403968
3,compute_iterations,2,241,15.000,19.1263618
3,compute_iterations,2,242,15.500,19.6654682
3,compute_iterations,2,256,16.000,19.9158268
3,compute_iterations,2,305,16.500,21.7350352
3,compute_iterations,2,305,17.000,21.5867050
3,compute_iterations,2,269,17.500,20.7417205
3,compute_iterations,2,234,18.000,22.9517928
3,compute_iterations,2,305,18.500,21.9933419
3,compute_iterations,2,326,19.000,29.4139855
3,compute_iterations,2,307,19.500,23.8788677
3,compute_iterations,2,330,20.000,24.0771534
4,compute_iterations,1,284,10.000,13.6090308
4,compute_iterations,1,404,10.500,15.4090895
4,compute_iterations,1,326,11.000,13.7246576
4,compute_iterations,1,370,11.500,15.8308828
4,compute_iterations,1,360,12.000,14.6228332
4,compute_iterations,1,429,12.500,16.2304146
4,compute_iterations,1,490,13.000,16.9378597
4,compute_iterations,1,427,13.500,16.6793871
4,compute_iterations,1,556,14.000,17.5678084
4,compute_iterations,1,523,14.500,19.6108460
4,compute_iterations,1,509,15.000,19.707250
4,compute_iterations,1,446,15.500,21.0715827
4,compute_iterations,1,559,16.000,20.6723455
4,compute_iterations,1,632,16.500,21.3308408
4,compute_iterations,1,600,17.000,20.4535328
4,compute_iterations,1,523,17.500,22.0207346
4,compute_iterations,1,544,18.000,21.8715060
4,compute_iterations,1,517,18.500,23.7733128
4,compute_iterations,1,620,19.000,22.6427217
4,compute_iterations,1,669,19.500,25.4902842
4,compute_iterations,1,706,20.000,23.6007373
4,compute_iterations,2,166,10.000,14.1769535
4,compute_iterations,2,206,10.500,16.2574606
4,compute_iterations,2,166,11.000,14.5938525
4,compute_iterations,2,232,11.500,15.5517964
4,compute_iterations,2,241,12.000,18.1679706
4,compute_iterations,2,203,12.500,17.1489506
4,compute_iterations,2,238,13.000,17.2389891
4,compute_iterations,2,208,13.500,15.8514435
4,compute_iterations,2,218,14.000,17.7021878
4,compute_iterations,2,258,14.500,17.763121
4,compute_iterations,2,251,15.000,19.1115508
4,compute_iterations,2,205,15.500,18.5145878
4,compute_iterations,2,285,16.000,21.1046152
4,compute_iterations,2,304,16.500,20.7234764
4,compute_iterations,2,290,17.000,20.364160
4,compute_iterations,2,279,17.500,21.9137226
4,compute_iterations,2,312,18.000,22.9570153
4,compute_iterations,2,328,18.500,22.6166379
4,compute_iterations,2,347,19.000,22.747218
4,compute_iterations,2,357,19.500,26.0701890
4,compute_iterations,2,356,20.000,24.3065284
5,compute_iterations,1,341,10.000,14.2332457
5,compute_iterations,1,333,10.500,14.9280329
5,compute_iterations,1,415,11.000,15.266402
5,compute_iterations,1,355,11.500,17.6762073
5,compute_iterations,1,401,12.000,16.0575328
5,compute_iterations,1,356,12.500,15.8921662
5,compute_iterations,1,387,13.000,17.213158
5,compute_iterations,1,491,13.500,18.7719629
5,compute_iterations,1,392,14.000,18.8104391
5,compute_iterations,1,447,14.500,18.8212042
5,compute_iterations,1,555,15.000,19.3309338
5,compute_iterations,1,523,15.500,20.1525884
5,compute_iterations,1,488,16.000,20.8025785
5,compute_iterations,1,595,16.500,20.6975743
5,compute_iterations,1,640,17.000,20.3915622
5,compute_iterations,1,662,17.500,24.0140073
5,compute_iterations,1,616,18.000,22.0979893
5,compute_iterations,1,624,18.500,22.1627143
5,compute_iterations,1,582,19.000,22.7532010
5,compute_iterations,1,652,19.500,24.1699047
5,compute_iterations,1,604,20.000,24.1493306
5,compute_iterations,2,199,10.000,14.6618784
5,compute_iterations,2,152,10.500,14.8072411
5,compute_iterations,2,208,11.000,14.9886936
5,compute_iterations,2,180,11.500,15.3426338
5,compute_iterations,2,202,12.000,16.3050363
5,compute_iterations,2,221,12.500,17.3089223
5,compute_iterations,2,211,13.000,17.5334579
5,compute_iterations,2,263,13.500,17.2209778
5,compute_iterations,2,261,14.000,19.5716135
5,compute_iterations,2,222,14.500,18.7717066
5,compute_iterations,2,293,15.000,19.4748177
5,compute_iterations,2,303,15.500,20.7170904
5,compute_iterations,2,293,16.000,23.4147087
5,compute_iterations,2,260,16.500,19.9884333
5,compute_iterations,2,261,17.000,20.8278776
5,compute_iterations,2,289,17.500,22.4386005
5,compute_iterations,2,312,18.000,21.8758383
5,compute_iterations,2,302,18.500,23.2388558
5,compute_iterations,2,300,19.000,22.7304053
5,compute_iterations,2,307,19.500,24.4515885
5,compute_iterations,2,319,20.000,22.8943284
